"","County_UD","% Persons with a disability aged 0-14","% Persons with a disability aged 15 - 44","% Persons with a disability aged 25 - 44","% Persons with a disability aged 45 - 64","% Persons with a disability aged 65 Plus"
"12063","Westmeath",4.8,9.5,33.3,38.1,14.3
"12064","Westmeath",22.9,16.7,33.3,14.6,12.5
"12065","Westmeath",19.6,9.8,29.4,11.8,29.4
"12066","Westmeath",1.3,0,14.1,34.6,50
"12067","Westmeath",8.8,11.8,23.5,38.2,17.6
"12068","Westmeath",16.7,13.3,23.3,30,16.7
"12069","Westmeath",26.1,13,34.8,17.4,8.7
"12070","Westmeath",15.6,0,12.5,31.3,40.6
"12071","Westmeath",10.8,5.4,16.2,37.8,29.7
"12072","Westmeath",7.7,7.7,30.8,38.5,15.4
"12073","Westmeath",8.7,17.4,21.7,30.4,21.7
"12074","Westmeath",2.6,7.9,15.8,34.2,39.5
"12075","Westmeath",15.4,11.5,11.5,38.5,23.1
"12076","Westmeath",11.1,11.1,33.3,33.3,11.1
"12077","Westmeath",4,4,16,40,36
"12078","Westmeath",9.1,3,15.2,39.4,33.3
"12079","Westmeath",9.1,9.1,30.3,24.2,27.3
"12080","Westmeath",7.7,9.6,11.5,34.6,36.5
"12081","Westmeath",10.2,10.2,36.7,26.5,16.3
"12082","Westmeath",9.1,9.1,27.3,24.2,30.3
"12083","Westmeath",0,10,30,40,20
"12084","Westmeath",7.8,2,17.6,31.4,41.2
"12085","Westmeath",7.1,17.9,42.9,25,7.1
"12086","Westmeath",4.5,4.5,27.3,36.4,27.3
"12087","Westmeath",10.5,0,52.6,15.8,21.1
"12088","Westmeath",13.2,11.3,30.2,22.6,22.6
"12089","Westmeath",5.6,27.8,33.3,22.2,11.1
"12090","Westmeath",0,0,9,16.7,74.4
"12091","Westmeath",16.2,5.4,16.2,29.7,32.4
"12092","Westmeath",15.2,3,18.2,36.4,27.3
"12093","Westmeath",28.6,0,57.1,14.3,0
"12094","Westmeath",30.8,15.4,38.5,15.4,0
"12095","Westmeath",4.3,13,17.4,30.4,34.8
"12096","Westmeath",14.8,7.4,0,37,40.7
"12097","Westmeath",7.8,9.8,19.6,23.5,39.2
"12098","Westmeath",8.7,17.4,21.7,21.7,30.4
"12099","Westmeath",3.4,0,10.3,41.4,44.8
"12100","Westmeath",4.8,16.7,26.2,35.7,16.7
"12101","Westmeath",8.3,8.3,29.2,37.5,16.7
"12102","Westmeath",7.7,5.1,28.2,35.9,23.1
"12103","Westmeath",7.4,7.4,7.4,40.7,37
"12104","Westmeath",22.6,6.5,32.3,22.6,16.1
"12105","Westmeath",38.5,0,53.8,7.7,0
"12106","Westmeath",38.1,9.5,19,33.3,0
"12107","Westmeath",25,13.9,22.2,30.6,8.3
"12108","Westmeath",18.8,0,56.3,18.8,6.3
"12109","Westmeath",29,16.1,35.5,16.1,3.2
"12110","Westmeath",23.8,4.8,47.6,9.5,14.3
"12111","Westmeath",12,20,36,12,20
"12112","Westmeath",2.9,17.6,17.6,44.1,17.6
"12113","Westmeath",10,0,25,25,40
"12114","Westmeath",4.9,9.8,8.2,11.5,65.6
"12115","Westmeath",7.7,3.8,15.4,34.6,38.5
"12116","Westmeath",18.9,10.8,10.8,32.4,27
"12117","Westmeath",15,10,15,42.5,17.5
"12118","Westmeath",20,0,54.3,14.3,11.4
"12119","Westmeath",5.6,16.7,22.2,11.1,44.4
"12120","Westmeath",4.8,9.5,28.6,33.3,23.8
"12121","Westmeath",0,3.1,9.4,56.3,31.3
"12122","Westmeath",35,10,25,20,10
"12123","Westmeath",14.3,10.7,21.4,25,28.6
"12124","Westmeath",4.7,2.3,7,9.3,76.7
"12125","Westmeath",20,6.7,33.3,40,0
"12126","Westmeath",0,7.1,50,14.3,28.6
"12127","Westmeath",20,15,10,30,25
"12128","Westmeath",22.6,6.5,22.6,29,19.4
"12129","Westmeath",7.7,3.8,42.3,26.9,19.2
"12130","Westmeath",0,3.4,27.6,48.3,20.7
"12131","Westmeath",9.1,6.1,27.3,36.4,21.2
"12132","Westmeath",9.1,0,63.6,18.2,9.1
"12133","Westmeath",15.8,0,31.6,31.6,21.1
"12134","Westmeath",8.3,0,16.7,50,25
"12135","Westmeath",13.2,10.5,18.4,47.4,10.5
"12136","Westmeath",4.5,3.2,18.1,34.2,40
"12137","Westmeath",7.1,35.7,50,7.1,0
"12138","Westmeath",37.5,12.5,25,25,0
"12139","Westmeath",29.3,7.3,29.3,24.4,9.8
"12140","Westmeath",10.8,10.8,16.2,45.9,16.2
"12141","Westmeath",0,5.3,10.5,28.9,55.3
"12142","Westmeath",0,21.4,17.9,10.7,50
"12143","Westmeath",13.3,20,26.7,40,0
"12144","Westmeath",3.3,10,10,40,36.7
"12145","Westmeath",2,8.2,14.3,36.7,38.8
"12146","Westmeath",0,35.7,35.7,14.3,14.3
"12147","Westmeath",0,5.9,58.8,17.6,17.6
"12148","Westmeath",0,6.7,26.7,13.3,53.3
"12149","Westmeath",0,5,25,32.5,37.5
"12150","Westmeath",6.3,6.3,12.5,12.5,62.5
"12151","Westmeath",6.7,6.7,13.3,33.3,40
"12152","Westmeath",10.5,3.5,22.8,24.6,38.6
"12153","Westmeath",13.3,13.3,33.3,6.7,33.3
"12154","Westmeath",10,6.7,13.3,23.3,46.7
"12155","Westmeath",11.1,11.1,16.7,22.2,38.9
"12156","Westmeath",12,8,16,36,28
"12157","Westmeath",7.7,0,38.5,15.4,38.5
"12158","Westmeath",5.3,5.3,31.6,26.3,31.6
"12159","Westmeath",7.7,7.7,19.2,46.2,19.2
"12160","Westmeath",8.3,8.3,12.5,33.3,37.5
"12161","Westmeath",1.3,3.9,3.9,20.8,70.1
"12162","Westmeath",0,5.3,10.5,23.7,60.5
"12163","Westmeath",8,8,24,20,40
"12164","Westmeath",5.2,6.9,13.8,37.9,36.2
"12165","Westmeath",11.8,5.9,0,47.1,35.3
"12166","Westmeath",5.3,10.5,10.5,42.1,31.6
"12167","Westmeath",0,0,20,30,50
"12168","Westmeath",9.5,4.8,14.3,33.3,38.1
"12169","Westmeath",3.8,7.7,23.1,50,15.4
"12170","Westmeath",11.4,8.6,28.6,28.6,22.9
"12171","Westmeath",6.9,3.4,17.2,37.9,34.5
"12172","Westmeath",7,7,25.6,25.6,34.9
"12173","Westmeath",19.2,15.4,15.4,38.5,11.5
"12174","Westmeath",0,10.7,10.7,25,53.6
"12175","Westmeath",9.1,9.1,9.1,31.8,40.9
"12176","Westmeath",16.7,3.3,10,33.3,36.7
"12177","Westmeath",6.3,6.3,42.1,22.1,23.2
"12178","Westmeath",11.5,3.8,15.4,38.5,30.8
"12179","Westmeath",14.3,4.8,14.3,42.9,23.8
"12180","Westmeath",9.7,3.2,19.4,35.5,32.3
"12181","Westmeath",7.9,7.9,28.9,36.8,18.4
"12182","Westmeath",9.7,9.7,12.9,25.8,41.9
"12183","Westmeath",7.6,4.5,22.7,34.8,30.3
"12184","Westmeath",8.6,5.7,17.1,25.7,42.9
"12185","Westmeath",19,4.8,28.6,19,28.6
"12186","Westmeath",9.4,9.4,21.9,28.1,31.3
"12187","Westmeath",4.5,9.1,9.1,22.7,54.5
"12188","Westmeath",8.9,8.9,17.8,26.7,37.8
"12189","Westmeath",0,3.4,17.2,37.9,41.4
"12190","Westmeath",9.1,6.8,6.8,25,52.3
"12191","Westmeath",13.9,2.8,11.1,36.1,36.1
"12192","Westmeath",18.8,6.3,25,12.5,37.5
"12193","Westmeath",12.5,3.1,15.6,40.6,28.1
"12194","Westmeath",3.7,22.2,14.8,40.7,18.5
"12195","Westmeath",20,11.1,28.9,28.9,11.1
"12196","Westmeath",10,15,20,25,30
"12197","Westmeath",18.9,2.7,21.6,51.4,5.4
"12198","Westmeath",20,18.3,33.3,23.3,5
"12199","Westmeath",2.4,2.4,9.8,22,63.4
"12200","Westmeath",0,14.3,42.9,23.8,19
"12201","Westmeath",10,0,40,40,10
"12202","Westmeath",0,5.4,10.7,32.1,51.8
"12203","Westmeath",0,11.1,7.4,33.3,48.1
"12204","Westmeath",0,9.7,19.4,22.6,48.4
"12205","Westmeath",0,2.7,16.2,35.1,45.9
"12206","Westmeath",27.6,3.4,37.9,24.1,6.9
"12207","Westmeath",10.5,0,47.4,31.6,10.5
"12208","Westmeath",16.3,7,48.8,23.3,4.7
"12209","Westmeath",27.8,5.6,44.4,22.2,0
"12210","Westmeath",14.3,10.7,39.3,21.4,14.3
"12211","Westmeath",1.3,6.6,15.8,17.1,59.2
"12212","Westmeath",11.1,1.9,18.5,20.4,48.1
"12213","Westmeath",4.3,0,10.6,48.9,36.2
"12214","Westmeath",10.5,5.3,14,28.1,42.1
"12215","Westmeath",0,5.4,10.7,37.5,46.4
"12216","Westmeath",8.1,2.7,8.1,29.7,51.4
"12217","Wexford",3.4,0,20.7,41.4,34.5
"12218","Wexford",21.6,7.8,21.6,23.5,25.5
"12219","Wexford",1,5.9,3.9,13.7,75.5
"12220","Wexford",3.7,7.4,22.2,29.6,37
"12221","Wexford",15.8,0,5.3,26.3,52.6
"12222","Wexford",9.5,4.8,23.8,57.1,4.8
"12223","Wexford",9.1,3,36.4,36.4,15.2
"12224","Wexford",0,0,10.5,63.2,26.3
"12225","Wexford",13.5,5.4,35.1,35.1,10.8
"12226","Wexford",15,0,50,25,10
"12227","Wexford",7.7,0,61.5,23.1,7.7
"12228","Wexford",13.8,10.3,41.4,27.6,6.9
"12229","Wexford",9.1,0,31.8,22.7,36.4
"12230","Wexford",7.7,7.7,30.8,23.1,30.8
"12231","Wexford",10,8.3,21.7,31.7,28.3
"12232","Wexford",19,4.8,33.3,28.6,14.3
"12233","Wexford",0,1.6,4.9,9.8,83.6
"12234","Wexford",0,18.2,9.1,27.3,45.5
"12235","Wexford",14.3,9.5,33.3,19,23.8
"12236","Wexford",7.8,0,12.5,14.1,65.6
"12237","Wexford",7.7,3.8,11.5,19.2,57.7
"12238","Wexford",22.6,9.7,19.4,25.8,22.6
"12239","Wexford",20,12,40,16,12
"12240","Wexford",0,5.6,44.4,33.3,16.7
"12241","Wexford",0,3.8,19.2,50,26.9
"12242","Wexford",12,4,36,40,8
"12243","Wexford",5.3,15.8,15.8,31.6,31.6
"12244","Wexford",10.6,14.9,23.4,29.8,21.3
"12245","Wexford",25,15.6,21.9,21.9,15.6
"12246","Wexford",8.7,8.7,26.1,26.1,30.4
"12247","Wexford",10,10,15,15,50
"12248","Wexford",17.5,0,15,27.5,40
"12249","Wexford",7.1,2.4,11.9,47.6,31
"12250","Wexford",9.5,14.3,19,19,38.1
"12251","Wexford",17.4,8.7,13,13,47.8
"12252","Wexford",10.5,0,7.9,36.8,44.7
"12253","Wexford",16.3,4.1,16.3,20.4,42.9
"12254","Wexford",21.7,8.7,13,30.4,26.1
"12255","Wexford",21.4,7.1,10.7,28.6,32.1
"12256","Wexford",5.7,14.3,22.9,28.6,28.6
"12257","Wexford",14,9.3,14,23.3,39.5
"12258","Wexford",15,0,20,25,40
"12259","Wexford",10.5,7.9,13.2,42.1,26.3
"12260","Wexford",26.7,3.3,13.3,26.7,30
"12261","Wexford",16.2,5.4,21.6,10.8,45.9
"12262","Wexford",14.3,7.1,14.3,25,39.3
"12263","Wexford",13.2,5.3,13.2,42.1,26.3
"12264","Wexford",11.5,15.4,23.1,19.2,30.8
"12265","Wexford",8.7,10.9,17.4,32.6,30.4
"12266","Wexford",8.1,5.4,29.7,37.8,18.9
"12267","Wexford",6.3,9.4,28.1,37.5,18.8
"12268","Wexford",7.4,3.7,11.1,25.9,51.9
"12269","Wexford",3.4,10.3,24.1,34.5,27.6
"12270","Wexford",15.4,15.4,15.4,15.4,38.5
"12271","Wexford",5.7,11.4,22.9,37.1,22.9
"12272","Wexford",3.8,11.5,19.2,26.9,38.5
"12273","Wexford",0,8.1,5.4,18.9,67.6
"12274","Wexford",14.3,14.3,19,28.6,23.8
"12275","Wexford",5.9,5.9,11.8,35.3,41.2
"12276","Wexford",25,12.5,12.5,25,25
"12277","Wexford",8.3,16.7,16.7,25,33.3
"12278","Wexford",3.8,7.7,19.2,11.5,57.7
"12279","Wexford",3.2,0,16.1,35.5,45.2
"12280","Wexford",9.7,12.9,16.1,25.8,35.5
"12281","Wexford",0,37.5,12.5,25,25
"12282","Wexford",0,0,21.4,35.7,42.9
"12283","Wexford",11.4,0,14.3,25.7,48.6
"12284","Wexford",8,0,16,48,28
"12285","Wexford",17.1,2.9,14.3,34.3,31.4
"12286","Wexford",13.6,15.3,18.6,27.1,25.4
"12287","Wexford",13.3,13.3,20,16.7,36.7
"12288","Wexford",15.6,15.6,15.6,34.4,18.8
"12289","Wexford",13.3,10,6.7,33.3,36.7
"12290","Wexford",5.7,2.9,25.7,28.6,37.1
"12291","Wexford",17.1,14.6,29.3,29.3,9.8
"12292","Wexford",14.3,16.7,11.9,33.3,23.8
"12293","Wexford",10.6,10.6,33.3,27.3,18.2
"12294","Wexford",13,4.3,26.1,39.1,17.4
"12295","Wexford",8,4,12,36,40
"12296","Wexford",15.8,5.3,21.1,31.6,26.3
"12297","Wexford",9.1,6.1,3,33.3,48.5
"12298","Wexford",13.5,10.8,16.2,29.7,29.7
"12299","Wexford",22.2,7.4,7.4,25.9,37
"12300","Wexford",14.9,12.8,19.1,27.7,25.5
"12301","Wexford",7.1,3.6,17.9,39.3,32.1
"12302","Wexford",7.7,5.1,7.7,46.2,33.3
"12303","Wexford",22.9,0,17.1,37.1,22.9
"12304","Wexford",23.8,4.8,9.5,42.9,19
"12305","Wexford",9.5,4.8,9.5,28.6,47.6
"12306","Wexford",6.9,6.9,20.7,34.5,31
"12307","Wexford",13.3,20,0,40,26.7
"12308","Wexford",6.3,6.3,6.3,31.3,50
"12309","Wexford",4.3,4.3,8.7,52.2,30.4
"12310","Wexford",6.7,0,33.3,30,30
"12311","Wexford",0,5.6,16.7,27.8,50
"12312","Wexford",4.2,12.5,8.3,29.2,45.8
"12313","Wexford",0,9.1,13.6,31.8,45.5
"12314","Wexford",16.4,18,11.5,32.8,21.3
"12315","Wexford",4.2,4.2,16.7,29.2,45.8
"12316","Wexford",0,8.3,8.3,33.3,50
"12317","Wexford",8.1,2.7,16.2,32.4,40.5
"12318","Wexford",0,9.1,27.3,18.2,45.5
"12319","Wexford",6.7,6.7,20,13.3,53.3
"12320","Wexford",9.1,4.5,13.6,22.7,50
"12321","Wexford",0,13.3,6.7,43.3,36.7
"12322","Wexford",11.1,2.8,27.8,36.1,22.2
"12323","Wexford",29.4,8.8,26.5,29.4,5.9
"12324","Wexford",10,3.3,16.7,43.3,26.7
"12325","Wexford",10.7,0,21.4,35.7,32.1
"12326","Wexford",4.9,7.3,14.6,36.6,36.6
"12327","Wexford",5.9,5.9,20.6,29.4,38.2
"12328","Wexford",8.7,8.7,26.1,34.8,21.7
"12329","Wexford",16.1,6.5,12.9,32.3,32.3
"12330","Wexford",5.1,12.8,28.2,15.4,38.5
"12331","Wexford",18.4,7.9,21.1,18.4,34.2
"12332","Wexford",4.8,4.8,9.5,38.1,42.9
"12333","Wexford",0,20,0,60,20
"12334","Wexford",15.2,21.2,21.2,24.2,18.2
"12335","Wexford",10,0,15,45,30
"12336","Wexford",11.8,8.8,17.6,23.5,38.2
"12337","Wexford",12.5,15.6,31.3,21.9,18.8
"12338","Wexford",19.4,5.6,19.4,30.6,25
"12339","Wexford",4.5,4.5,18.2,40.9,31.8
"12340","Wexford",9.5,11.9,16.7,33.3,28.6
"12341","Wexford",21.4,9.5,21.4,21.4,26.2
"12342","Wexford",0,10,10,40,40
"12343","Wexford",10.5,13.2,21.1,23.7,31.6
"12344","Wexford",6.3,3.1,12.5,37.5,40.6
"12345","Wexford",8.3,0,8.3,50,33.3
"12346","Wexford",4.5,4.5,18.2,36.4,36.4
"12347","Wexford",14.7,11.8,14.7,17.6,41.2
"12348","Wexford",4.8,4.8,23.8,33.3,33.3
"12349","Wexford",13.2,2.6,18.4,44.7,21.1
"12350","Wexford",12.5,6.3,25,31.3,25
"12351","Wexford",14.8,3.7,25.9,22.2,33.3
"12352","Wexford",36.4,0,9.1,18.2,36.4
"12353","Wexford",9.7,16.1,19.4,29,25.8
"12354","Wexford",13.3,13.3,13.3,33.3,26.7
"12355","Wexford",7.7,15.4,7.7,23.1,46.2
"12356","Wexford",3.3,6.7,20,36.7,33.3
"12357","Wexford",13.3,11.1,6.7,24.4,44.4
"12358","Wexford",22.5,20,20,27.5,10
"12359","Wexford",0,0,16.7,33.3,50
"12360","Wexford",11.1,18.5,11.1,33.3,25.9
"12361","Wexford",7.7,7.7,23.1,38.5,23.1
"12362","Wexford",7.4,3.7,9.3,38.9,40.7
"12363","Wexford",12.2,0,12.2,29.3,46.3
"12364","Wexford",21.6,10.8,21.6,21.6,24.3
"12365","Wexford",8,16,12,32,32
"12366","Wexford",8.3,2.8,25,47.2,16.7
"12367","Wexford",8.3,4.2,20.8,37.5,29.2
"12368","Wexford",11.5,11.5,19.2,38.5,19.2
"12369","Wexford",11.5,7.7,15.4,46.2,19.2
"12370","Wexford",0,0,15.8,26.3,57.9
"12371","Wexford",3.6,10.7,14.3,28.6,42.9
"12372","Wexford",0,0,13.6,36.4,50
"12373","Wexford",12.5,0,0,37.5,50
"12374","Wexford",5.9,5.9,5.9,29.4,52.9
"12375","Wexford",12,16,12,28,32
"12376","Wexford",0,5,15,45,35
"12377","Wexford",8.8,12.3,24.6,33.3,21.1
"12378","Wexford",5.9,8.8,20.6,32.4,32.4
"12379","Wexford",26.1,4.3,26.1,21.7,21.7
"12380","Wexford",13.3,6.7,16.7,30,33.3
"12381","Wexford",3,12.1,15.2,36.4,33.3
"12382","Wexford",9.1,0,18.2,45.5,27.3
"12383","Wexford",10.5,5.3,31.6,31.6,21.1
"12384","Wexford",13.8,6.9,24.1,31,24.1
"12385","Wexford",9.8,7.3,22,29.3,31.7
"12386","Wexford",23.8,9.5,23.8,23.8,19
"12387","Wexford",16.7,10,23.3,23.3,26.7
"12388","Wexford",13.2,5.7,7.5,34,39.6
"12389","Wexford",11.1,8.3,22.2,27.8,30.6
"12390","Wexford",8,4,5.3,21.3,61.3
"12391","Wexford",26.7,6.7,20,26.7,20
"12392","Wexford",17.4,4.3,13,34.8,30.4
"12393","Wexford",0,13.6,22.7,36.4,27.3
"12394","Wexford",8,12,12,44,24
"12395","Wexford",2.8,11.1,13.9,25,47.2
"12396","Wexford",23.8,6.3,34.9,22.2,12.7
"12397","Wexford",33.3,11.1,33.3,11.1,11.1
"12398","Wexford",20,20,60,0,0
"12399","Wexford",15.4,7.7,30.8,23.1,23.1
"12400","Wexford",6.7,6.7,40,46.7,0
"12401","Wexford",10.2,8.5,30.5,33.9,16.9
"12402","Wexford",6.9,3.4,24.1,27.6,37.9
"12403","Wexford",5.9,8.8,44.1,14.7,26.5
"12404","Wexford",12.5,9.4,21.9,25,31.3
"12405","Wexford",37.5,12.5,6.3,18.8,25
"12406","Wexford",22.2,11.1,41.7,13.9,11.1
"12407","Wexford",0,32,16,32,20
"12408","Wexford",2.8,7,15.5,29.6,45.1
"12409","Wexford",3.4,6.9,10.3,41.4,37.9
"12410","Wexford",5.1,5.1,16.9,43.2,29.7
"12411","Wexford",2.9,0,11.8,20.6,64.7
"12412","Wexford",7.7,7.7,19.2,34.6,30.8
"12413","Wexford",25.9,7.4,22.2,25.9,18.5
"12414","Wexford",20.7,10.3,27.6,34.5,6.9
"12415","Wexford",1.8,5.3,15.8,43.9,33.3
"12416","Wexford",0,5.5,9.1,43.6,41.8
"12417","Wexford",4.3,8.5,34,23.4,29.8
"12418","Wexford",14.3,28.6,14.3,42.9,0
"12419","Wexford",9.5,19,52.4,14.3,4.8
"12420","Wexford",18.6,18.6,34.9,20.9,7
"12421","Wexford",5.7,0,17.1,28.6,48.6
"12422","Wexford",12.5,8.3,29.2,41.7,8.3
"12423","Wexford",26.1,4.3,39.1,26.1,4.3
"12424","Wexford",0,17.4,21.7,34.8,26.1
"12425","Wexford",16.7,11.1,33.3,0,38.9
"12426","Wexford",9.4,12.5,9.4,31.3,37.5
"12427","Wexford",5,2.5,17.5,55,20
"12428","Wexford",3.3,1.6,14.8,27.9,52.5
"12429","Wexford",6.3,9.4,28.1,46.9,9.4
"12430","Wexford",2.4,7.1,14.3,57.1,19
"12431","Wexford",5.3,10.5,15.8,26.3,42.1
"12432","Wexford",0,0,33.3,33.3,33.3
"12433","Wexford",0.7,1.3,3.9,10.5,83.6
"12434","Wexford",4.9,6.6,16.4,34.4,37.7
"12435","Wexford",15.4,3.8,28.8,30.8,21.2
"12436","Wexford",6.1,6.1,10.6,22.7,54.5
"12437","Wexford",0,4.3,23.9,34.8,37
"12438","Wexford",0,0,28,24,48
"12439","Wexford",8,4,16,36,36
"12440","Wexford",5.7,8.6,20,40,25.7
"12441","Wexford",0,6.1,27.3,27.3,39.4
"12442","Wexford",0,0,12,40,48
"12443","Wexford",7.1,7.1,33.3,28.6,23.8
"12444","Wexford",2,6.1,30.6,42.9,18.4
"12445","Wexford",11.3,8.1,14.5,32.3,33.9
"12446","Wexford",6.3,6.3,2.1,22.9,62.5
"12447","Wexford",4.8,4.8,9.5,28.6,52.4
"12448","Wexford",15,10,30,20,25
"12449","Wexford",15.1,15.1,18.9,24.5,26.4
"12450","Wexford",2.5,7.5,22.5,27.5,40
"12451","Wexford",6.7,6.7,40,10,36.7
"12452","Wexford",0,10,0,30,60
"12453","Wexford",0,4.3,17.4,34.8,43.5
"12454","Wexford",4,4,28,20,44
"12455","Wexford",22.9,5.7,22.9,14.3,34.3
"12456","Wexford",0,0,11.1,33.3,55.6
"12457","Wexford",0,0,28.6,21.4,50
"12458","Wexford",7.4,18.5,14.8,18.5,40.7
"12459","Wexford",12.5,6.3,18.8,12.5,50
"12460","Wexford",10,10,10,25,45
"12461","Wexford",0,0,7.1,35.7,57.1
"12462","Wexford",12.2,4.1,16.3,32.7,34.7
"12463","Wexford",7,3.5,15.1,19.8,54.7
"12464","Wexford",15,5,20,32.5,27.5
"12465","Wexford",16.7,4.2,20.8,33.3,25
"12466","Wexford",9.4,3.1,21.9,28.1,37.5
"12467","Wexford",0,3.3,26.7,10,60
"12468","Wexford",12.8,5.1,23.1,28.2,30.8
"12469","Wexford",7.9,5.3,18.4,39.5,28.9
"12470","Wexford",0,10,40,30,20
"12471","Wexford",5.1,7.7,12.8,25.6,48.7
"12472","Wexford",8.7,13,26.1,17.4,34.8
"12473","Wexford",10.5,5.3,57.9,21.1,5.3
"12474","Wexford",16,8,24,28,24
"12475","Wexford",16.2,13.5,21.6,37.8,10.8
"12476","Wexford",33.3,8.3,33.3,25,0
"12477","Wexford",20,12,44,4,20
"12478","Wexford",14,3.5,29.8,35.1,17.5
"12479","Wexford",9.1,0,72.7,18.2,0
"12480","Wexford",11.1,16.7,33.3,33.3,5.6
"12481","Wexford",8.8,11.8,20.6,20.6,38.2
"12482","Wexford",4.7,0,27.9,37.2,30.2
"12483","Wexford",40,4.4,37.8,15.6,2.2
"12484","Wexford",18.2,9.1,20.5,31.8,20.5
"12485","Wexford",12.1,9.1,18.2,33.3,27.3
"12486","Wexford",9.4,12.5,46.9,28.1,3.1
"12487","Wexford",33.3,11.1,33.3,11.1,11.1
"12488","Wexford",14.8,7.4,51.9,22.2,3.7
"12489","Wexford",25.7,5.7,22.9,22.9,22.9
"12490","Wexford",0,7.4,14.8,29.6,48.1
"12491","Wexford",9.5,6.3,23.8,27,33.3
"12492","Wexford",0,2.4,19.5,26.8,51.2
"12493","Wexford",7.5,5.7,11.3,45.3,30.2
"12494","Wexford",0,8.3,8.3,50,33.3
"12495","Wexford",17.9,7.1,28.6,21.4,25
"12496","Wexford",4.3,34.8,26.1,17.4,17.4
"12497","Wexford",15.9,9.5,11.1,11.1,52.4
"12498","Wexford",8.3,8.3,16.7,29.2,37.5
"12499","Wexford",0,10,20,33.3,36.7
"12500","Wexford",8.2,3.3,26.2,24.6,37.7
"12501","Wexford",9.4,3.1,6.3,34.4,46.9
"12502","Wexford",0,0,6.7,20,73.3
"12503","Wexford",8,12,12,32,36
"12504","Wexford",20.5,12.8,28.2,20.5,17.9
"12505","Wexford",10,10,16.7,13.3,50
"12506","Wexford",12.1,12.1,24.2,21.2,30.3
"12507","Wexford",4.5,4.5,40.9,31.8,18.2
"12508","Wexford",0,0,7.4,18.5,74.1
"12509","Wexford",10,4,18,34,34
"12510","Wexford",8.3,2.8,22.2,22.2,44.4
"12511","Wexford",10.7,7.1,10.7,28.6,42.9
"12512","Wexford",12.5,2.5,10,27.5,47.5
"12513","Wexford",22.2,11.1,11.1,18.5,37
"12514","Wexford",15.6,9.4,21.9,25,28.1
"12515","Wexford",3.2,0,6.5,45.2,45.2
"12516","Wexford",5.1,5.1,12.8,30.8,46.2
"12517","Wexford",25,3.1,15.6,18.8,37.5
"12518","Wexford",13.3,10,13.3,33.3,30
"12519","Wexford",7.1,3.6,11.9,11.9,65.5
"12520","Wexford",25,0,35.7,32.1,7.1
"12521","Wexford",19.2,7.7,15.4,19.2,38.5
"12522","Wexford",20,5.7,22.9,14.3,37.1
"12523","Wexford",20.8,12.5,29.2,16.7,20.8
"12524","Wexford",15.6,3.1,18.8,34.4,28.1
"12525","Wexford",9.8,7.3,22,31.7,29.3
"12526","Wexford",13.3,6.7,15.6,22.2,42.2
"12527","Wexford",13.3,13.3,0,33.3,40
"12528","Wexford",12.5,12.5,25,34.4,15.6
"12529","Wexford",4.3,4.3,21.7,17.4,52.2
"12530","Wexford",15.4,7.7,30.8,34.6,11.5
"12531","Wexford",17.4,0,17.4,26.1,39.1
"12532","Wexford",12.5,10,5,22.5,50
"12533","Wexford",10.5,10.5,26.3,5.3,47.4
"12534","Wexford",12,4,8,40,36
"12535","Wexford",36.8,5.3,10.5,15.8,31.6
"12536","Wexford",0,3.7,11.1,33.3,51.9
"12537","Wexford",6.9,6.9,31,20.7,34.5
"12538","Wexford",11.1,5.6,16.7,30.6,36.1
"12539","Wexford",3.4,0,27.6,27.6,41.4
"12540","Wexford",4.5,13.6,4.5,43.2,34.1
"12541","Wexford",10.6,10.6,17,23.4,38.3
"12542","Wexford",15,0,25,40,20
"12543","Wexford",16.7,22.2,16.7,27.8,16.7
"12544","Wexford",11.1,7.4,14.8,25.9,40.7
"12545","Wexford",16,4,24,36,20
"12546","Wexford",7.1,14.3,25,25,28.6
"12547","Wexford",5.1,7.7,15.4,23.1,48.7
"12548","Wexford",14.3,5.7,11.4,22.9,45.7
"12549","Wexford",14,8,12,26,40
"12550","Wexford",6.7,3.3,10,30,50
"12551","Wexford",11.4,0,36.4,38.6,13.6
"12552","Wexford",24.6,8.2,23,26.2,18
"12553","Wexford",17.4,8.7,21.7,21.7,30.4
"12554","Wexford",15.2,9.1,33.3,36.4,6.1
"12555","Wexford",10.9,17.2,26.6,21.9,23.4
"12556","Wexford",8,8,28,36,20
"12557","Wexford",12,12,8,24,44
"12558","Wexford",15,0,20,35,30
"12559","Wexford",6.3,0,1.6,11.1,81
"12560","Wexford",12.9,9.7,22.6,22.6,32.3
"12561","Wexford",0,4.5,13.6,59.1,22.7
"12562","Wexford",0,6.3,6.3,56.3,31.3
"12563","Wexford",9.5,0,23.8,28.6,38.1
"12564","Wexford",8.7,4.3,21.7,26.1,39.1
"12565","Wexford",5,0,25,25,45
"12566","Wexford",18.5,7.4,18.5,40.7,14.8
"12567","Wexford",21.4,21.4,42.9,7.1,7.1
"12568","Wexford",2.3,6.8,18.2,47.7,25
"12569","Wexford",0,10,20,36.7,33.3
"12570","Wexford",12.5,6.3,18.8,37.5,25
"12571","Wexford",12.5,5.4,19.6,26.8,35.7
"12572","Wexford",8,20,8,32,32
"12573","Wexford",13.8,0,13.8,31,41.4
"12574","Wexford",13,0,21.7,34.8,30.4
"12575","Wexford",13.3,16.7,10,26.7,33.3
